,reviews
896,"제가 판타지 같은걸 좋아하는데 정말 순정 , 드라마 종류별로 고를 수도 있고 , 다른데보다 완전 재미있는것 같네여 수업중에도 좋아서 완전 혼자서 긴장됩니다 넘 좋아서 긴잔되니 짜증날정도네요 \( 위에 짜증난단건 좋아 죽겠다는 뜻 입니다 \) "
897,제발 생각좀하고 말하세요 저같은 학생들은 보고싶어도 못봐요 그렇게 돈이많으시면 저희한테기부하시던가요 뭐만하면 그지라하지말고 마인드자체부터고쳐먹으세요 
898,사용방법이 너무 간편하고 쉽네요 그리고 내가 모르고있던 유익한 맞춤 정보를 한데 모아 보여주니 너무 좋네요
899,너무자주떠요 핸드폰재시작해도 안되서 맨날 지웠다깔았다를 반복해서 짜증납니다 서버안정화좀 
900,아 뭔 이런게 다있냐 캐시받으려고 앱을 깔거나 잗품을 봐도 캐시가 안들어온다 그리고 답좀해라 개발자야
901,"오늘 재난지원금 신청해야하는데 오류라면서 못하게 하시면 어떡합니까 \? \? 빨리 좀 고쳐주세요 , , , "
902,카카페로고가 p일 때부터 사용한 유저입니다 편하고 디자인도 깔끔해요 아쉬운 점은 결재수단이나 e pub 뷰어 쓰는 작품이 늘었으면 좋겠어요 ! 
903,아니 인증전화하고 위에 누르라고해서 봤더니 안됨 낼 다시하래 만원 날림 개빡치네
904,심심할때 웹툰보면 좋아요 웹툰이 화질도 좋고 아주 좋아요 ! 
905,무한 업데이트 로딩 개빡치네 장난침 \? 그냥 문자인증 쓰고맘
906,띠비 일요영화를 보라는건지 말라는건지 ui드립게 힘들게 만들어 놯네 만들어 놓고 니들이 써봐라 그으지 같아
907,최고입니다 안전하다고 하는데 사실 송금이 이렇게 쉬워서 좀 불안하긴 합니다 아이폰으로 사용 할때는 계좌를 복사하면 자동으로 연결이 안되었는데 안드로이드로 사용하니 바로 입력이 되네여 좋아요 안전안전안전 한 금융앱이 되길바랍니다
908,영화 서비스 시작하고부턴 온갖 오류투성이 당장 영화도 라이센스 오류로 재생이 안되는데 고칠 생각을 안한다
909,이거 편당 가격이나 무료이용권은 작가나 출판사가 설정하는겁니다 애꿎은 카카오 욕 하지 마삼 
910,나이를 먹은 사람도 쉽게 사용할 수 있다는게 참 좋은 것 같습니다
911,너무 편하고 수수료없어 좋아요 아시는분들도 다 사용하더라구요
912,윙 카카오 페이지통해 다운 받고 10렙 달성 했는데 왜 캐쉬 안줌 \? 
913,아니 3월의 페이지 10편 봐서 1000캐쉬 뽑기권 뽑을라고 하는데 하기만 하면 계속 로딩중이고 이건 캐시 뽑으란건지 말란건지 모르겠다
914,"회원가입이나 여기저기에 인증할 일이 많은데 간편해서 좋네요 ! 앱이 무겁다는 평이 많은데 , 그점은 저는 잘 못느끼겠어요 "
915,제가 문의하니까 되게 빠르게 답변도되고 간편해서 너무너무 좋아요 자주자주 애용하겠습니다 
916,아 제발 카카오페이지도 수신거부설정기능 만들어주세요 진짜 미칠거같아요 제발 수신거부 할수있게 해주세요
917,갑자기 로그인이 안됨 제거하고 다시 설치해도 카카오계정으로 로그인안됨 어제까지 사용했음 무슨일이죠 \? 
918,항상 매우 만족으로 쓰고있어요 사용도 편하고 너무 좋아요
919,근데 공짜는안돼겠죠 \? 일딴좋긴좋네요 \( 근데 조금느리네요 \) 
920,오류가 장난 아니네요 돈 주고 구입한 책의 페이지가 절반 가까이 날라갔어요 
921,근데 개인정보는 보호가잘되는지모르겟는데 런거빼면 편리하고 유용한거같음
922,진짜 싫네요 이때까지 보던 것들 다 기무로 바뀌고 너무하신거 아닙니까 \? 정말 실망입니다 다신 카카오페이지 까는 일 없을 것 같네요
923,아무리 스마트폰으로 편하데 본다지만 진짜 비싸도 너무 비싸다 무료로 1편정도는 보여주고 재밌어서 결제할려고보면 너무 비싸게 받아먹는생각이 듬 
924,너무편하고 금융정보를 한눈에 볼수있어 좋아요 짱 ! ! ! 
925,만화와 소설 모두 잘보고있어요 ! 그런데 소설볼때 테마같은걸 설정해서 흰바탕에 검은글씨말고 여러 다른색으로 해서 볼수있으면 더 좋을거같아요 ! 
926,와 내가 이전에글올린거 고쳤긴한데 바로 다시 복귀 이게 말이되나 그리고 이벤트했는데도 캐시가 안오고 지금 캐시 정상적으로 받았으면 500캐쉬 줘야한다 ! 
927,아니 웹소설 할인쿠폰 대여시 볼수있다면서 왜 미성년자는 법적대리인 동의해야되냐 진짜 미성년자는 죄지었나 남의돈도 아니고 자기가 출첵해서 모은 할인쿠폰인데 왜 마음대로 못쓰죠 \? 이럴거면 성인할인쿠폰이라고 만들지그러죠 \? 
928,진짜 다 좋은데 캡쳐가 안되요 캡쳐되면 별점 다 드릴수 있습니다 진심이에요
929,가계부쓰는걸 극도로 싫어하는데 알아서 소비 분석해주는게 너무 편하네요
930,재미있는 웹툰이랑 소설도 있고 이벤트도 자주 열여서 보기 쉬워요
931,허구한 날 페북광고 올라오는 것 보곤 별로일거라 생각했는데 막상 써보니 정말 편합니다 
932,출퇴근시간에 휴대폰을 많이보다보니 인증받을때도 많은데 매번 개인정보적고 인증받고하기가 매우 번거로웠는데 kt인증앱설치후 매우편하게 시간도 줄여주고 잘사용하고있습니다
933,"토스 토스 말은 많고 들어보기도 많이 들어봤지만 , 좀 믿음직스럽지 않아 여태 무시했어요 근데 알아보니 보안 측면도 좋아 안전하고 , 특히 토스카드 발급하면서 쓰고 있어요 이게 쓰다보니 편리하기도 하고 , 몇 백원이지만 쏠쏠하게 캐쉬백이 되서 재밌네요 앞으로도 계속 쓸거 같아요 다른것도 중요하겠지만 항상 항상 ! 보안에 신경써주세요 "
934,매달 고정으로 나가는금액을 보내는건 참 편리해요 ! ! 상대방 계좌를몰라도 보낼수잇어 좋습니당
935,제 핸드폰이 맛간건지 엑박이 뜨구만유 제대로 볼수있는게 없어유 저는 이대로 초코만 날아가는건가유 \? 제가 뭘해야하나유 슬프구만유
936,인터넷뱅킹 필요없이 모든은행 통합적으로 사용가능하니까 편리하고 좋아요
937,카카오톡에서 보려면 조금 빆에 안 보여 지네요 안 다운받아도 되는데 
938,행운퀴즈등 소소하게 이벤트식으로 토스머니 벌수있어 좋아요 그런데 lg x400는 토스만보기가 지원되지않는 폰으로 나오는데 만보기될 수 있게 업그레이드해주세요 
939,이체가 간편해서 좋긴한데 넘 편리하니 보안이 걱정되긴 하네요 
940,업데이트 후 실행 조차 안되는데 왜 업데이트 하는지 다시 업데이트 후 실행은 되는데 다운 받아 놓았던 만화 전부 다시 다운 받아야 하니 참 
941,개발자야 받는 사람입장에서 토스했습니다 이걸 보고 입금했다는 소린지 알아들을 수 있겠냐 \? 생각좀하고 만들어라 마케팅한답시고 이용 불편하게 하고 욕먹게 하지말고 깔았다가 바로 지운다 
942,소설 이미지로 찍어서 올린거 실화인가 싶네요 글씨크기 조절도 안되고 다크모드 \? \? 시리즈에 한참 못미치는데 이딴걸 인프라라고 만든건지
943,앱이 실행이 안되네요 자세한 증상은 앱이 실행이 되고 toss 라는 글은 뜨는데 그 다음부터 안넘어갑니다 그리고 다시 실행시키면 파란 하면에서 멈춥니다 
944,서비스이용에 필요한 데이터생성이 않되었다고 확인버튼 누르면 나갑니다 참고로 kt인증 유심 다 새로 삭제하고 다시 설치를 여러번 했어요 이 프로그램의 문제는 아닌가요 인증에 실패했다라는 메세지도 계속 뜹니다 
945,제가 분명 8gb남앗는데 저장공간이 없어서 들어갈수 없다네요 뭐죠
946,진짜 토스 쓴 이후로 송금이 얼마나 간편해졌는지 모르겠네요 방금 카카오톡 문의 간편하게 하고 나서 진짜 마음에 들어서 생전 처음 리뷰쓰고 있네요 진짜 강추합니다
947,웹툰 볼라고 재미없는게임 20분투자해가면서 해왔더니 캐시를 안주네 장난하는것도아니고 캐쉬프렌즈 캬시 미지급 개선좀 제발
948,"링크로 보내진 당첨금 뽑기를 해서 5천원이 나왔길래 토스 앱을 깔았는데 , 시간이 전부 지나지 않았음에도 불구하고 당첨금이 0원으로 되어있네요 기껏 뽑기해서 당첨하고 앱까지 깔았는데 리셋시키는 건가요 \? \? \? \? 토스 많이들 쓰길래 괜찮겠거니 했는데 실망이네요 "
949,이미 설치 되어있고 사용중 인데 인증요청 후 다음단계진행이 안되는게 참 답답하네요 어느순간부터 인증진행안되는게 왜 이러는걸까요 요청 앱에서는 계속 인증하라하고 폭하고나면 인증내역 문자로 겨속 날아오고 뭐하는건지 삭제후 재설치해도 마찬가지 33
950,"그냥 뭐 솔직히 말하자면 네이버가 더 좋은 것 같아요 카카페는 이렇다할 대작이나 장기연재 하는 작품도 없구 볼만한 웹툰들은 거의 다 아니 , 몽땅 기다무이고 웹툰들은 다 다른 곳에서 연재하는 거고 전 솔직히 다음이나 네이버가 훨씬 좋은 것 같아요 "
951,책들을 결제하고 보려고 하니깐 아무것도 안되네요 한권이 아니라 같이 결제한 3권모두 안되고 돈은 돈대로 쓰고 급하게 읽어야 되서 조급한데 이렇게 되니 사람 놀리는 것같고 화가 나네요 도대체 열리지 않는 이유가 뭔가요 내 서재에는 뜨는데 그게 전부입니다 안열려요 보기를 누르면 다운로드가 됐다고 하면서 이어보기 창이 뜨는데 예를 누르던 아니오를 누르던 문서를 찾을수 없다고 하네요 결제는 똑바로 된것같은데 마일리지가 사라졌으니 왜 이러는 거죠 \? 
952,카드와는 어떻게 연계되는지 잘 몰라 그 방향으로는 사용하지 않고 있습니다 
953,수수료 정책이 왜 바뀐거죠 \? 채우기랑 옮기기가 횟수가 차감된다니요 \? 안그래도 경남은행에서 토스계좌로 채울때는 한번에 50만원밖에 안되서 여러번 해야 할 때가 있는데 채우기 3회 무료는 왜 없어진거죠 아니면 경남은행 송금제한금액을 없애던가 수수료가 붙는 일이 많아진다면 굳이 사용할 이유가 없어지는데요
954,supuer easy and convience to use i greatly recommend it 
955,toss계좌가 아닌 다른 은행 계좌로 계좌 연결 후 내역 확인하기를 하려 하는데 파란화면만 뜨고 아무것도 되지 않네요 
956,송금이 편한점이 가장 좋네요 그외에도 투자할만한 내용이 많아서 그것도 좋아요
957,버그를 고쳤나 \? 이상없이 편하게 사용할 수 있게 되어서 별 5개를 주려고 수정했다 
958,모든 면에서 마음에 듭니다 특히 수수료면에서 굉장히 마음에 듭니다 수수료 면제횟수를 더 늘려주시면 안되나요 \? \? 
959,신분증 자동촬영에 한시간 걸렸다 손목터널증후군 걸릴뻔했다 앵간히해라 잘나간다고 어플 개같이 만들어놨네
960,처음에 아이폰유저들이 지문인식으로 간편히 돈보내는거보고 깔앗는데 안드로이드가 안돼서 아쉬웠었슴당 근데 이제 안드로이드도 지문인식돼고 정말편하네요 ! 
961,왜 최신 26편인가 27편인가는 기다리면무료가안되나요 그러면서 먼 3일단위로보래 어처구니없네진짜
962,지인소개로 알게됐는데 진짜진짜 편해요 물론 해킹이나 통장털릴까봐 걱정은 되긴하는데 좋네요
963,하다하다 이제는 여혐작을 오질나게 홍보하네요 \? 왕딸 연중시키세요
964,완전안조흠 내폰 완전 최신폰 이구 바로 어끄제 사서 이거 깔았는데 완전느림
965,앱 설치가 안된다 전화 통화 후에 숫자 입력 화면에서 숫자키가 활성화 안돼서 설치가 안됨 개발자의 무지거나 사용자 테스트도 안하고 업데이트 버젼만 만듬 
966,왜 캐리비안 해적 게임 레벨 10달성 했는데 캐시를 안주는거임 \? 문의 메일도 2번씩이나 보냈는데 답장 해주지도 않음 네이버 시리즈는 문의 메일 보내면 최소 2일내에는 답장 도착하고 바로 쿠키 지급해주는데 뭐하는거임 \? 문의 보내면 답장도 안해주고 가독성도 구린 어플 쓰느니 걍 네이버 시리즈 씀
967,"다른 소설 사이트에서 같은 소설을 보는데 무료로 보는 편수도 더 많아서 넘어왔습니다 양질의 소설과 만화가 많고 , 일반문학작품도 있어서 도서관에서 빌려보려다 이걸로 본 것도 꽤 있어요 ! 정말 잘쓰고있어요 ! ! ! "
968,뭔 갑자기 보던게 계속 뜨지도 않고 오류나고 로그인도 안돼고 연결도 안돼고 정보 찾을수없고 뭡니까 \? 
969,티머니로 결제해서 사용하는데요 전화번호 쓰는칸에 실수로 번호하나를 잘못써서 1000원이 나가 버럇어요 이건 환불 불가능한가요 \? \? 
970,스마트폰으로도 hwp등의 파일을 열 수 있는 것이 참 편하다 
971,기다리면 무료로 본건 회색으로 되더만 선물하면 무료로 본 건 안본거랑 똑같이 되있네 장난치나
